"Reporting.Economy.Code","Product.Sector.Code","Unit.Code","2019.","2020.","2021.","2022.E","2018.","2016.","2017.","2022.","2017.E","2019.E","2021.E","2020.E","2018.E","2016.E","2016.B","2017.B"
"104","MAMTAU","USM",18.938435,7.056292,24.275097,NA,15.013586,6.846534,6.061778,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MAMTOF","USM",120.062601,104.752713,148.017732,NA,100.640499,191.345352,29.825669,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MAMTOTEP","USM",16.283659,8.899798,70.283405,NA,25.407321,3.829728,2.108979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MAMTOTIC","USM",3.059522,12.282774,3.497327,NA,2.244866,0.226898,1.401368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MAMTOTTL","USM",100.71942,83.570141,74.237,NA,72.988312,187.288726,26.315322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MAMTTE","USM",202.17436,64.521818,174.308874,NA,390.022915,56.322783,514.424418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MATE","USM",51.149793,62.055824,54.661306,NA,106.310574,66.64735,61.36914,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MI","USM",5406.358315,4510.550313,3677.057874,NA,4546.369072,3583.255479,4258.806956,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","MIFU","USM",4469.902826,3427.372069,3207.036062,NA,3626.402758,3287.312028,3700.956192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","TO","USM",17996.9,16691.5,15153.5,NA,16613.7,11831.3,13878.8,17084.5,NA,NA,NA,NA,NA,NA,NA,NA
"108","AG","USM",81.106227,81.896953,74.17406,NA,88.547447,78.785392,89.133306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","AGFO","USM",80.608161,80.709325,72.527163,NA,88.25024,77.721543,88.669364,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MA","USM",14.665046,22.128268,20.672237,NA,13.458473,22.262249,14.801125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MACH","USM",1.30821,0.595865,0.577425,NA,3.263571,5.180516,1.556162,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MACHPH","USM",0.156257,0.00079,0.000186,NA,0.000675,0.646377,0.010266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MACL","USM",0.043843,0.01652,0.065145,NA,0.007747,0.00346,0.023563,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MAIS","USM",3.463843,9.153028,5.978597,NA,0.631501,0.811795,0.936188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MAMT","USM",6.145535,2.852397,3.61593,NA,3.129617,6.33134,2.409805,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MAMTAU","USM",1.511699,1.011079,0.973642,NA,1.31835,2.84625,0.785728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MAMTOF","USM",0.37106,0.228483,0.722461,NA,0.264905,0.727862,0.151786,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MAMTOTEP","USM",0.022917,0.016097,0.112508,NA,0.066069,0.13008,0.076154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MAMTOTIC","USM",0.225483,0.185454,0.221558,NA,0.003133,0.001796,0.000623,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MAMTOTTL","USM",0.12266,0.026932,0.388395,NA,0.195703,0.595986,0.075009,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MAMTTE","USM",2.748519,1.154035,1.032886,NA,1.99318,3.16627,1.060774,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MATE","USM",0.120789,0.136847,0.209562,NA,0.105688,0.025007,0.156814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MI","USM",18.100055,12.010222,18.301555,NA,21.607987,6.722755,8.72175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","MIFU","USM",4.762723,3.005628,2.593215,NA,6.877415,2.193795,0.348215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","TO","USM",179.93,162.05,164.565,NA,180.248,124.522007,171.865,199.162,NA,NA,NA,NA,NA,NA,NA,NA
"112","AG","USM",6413.8032,6686.1965,8059.9704,NA,5999.9389,4579.7992,5534.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","AGFO","USM",5335.7039,5515.9175,6631.5325,NA,5046.7494,4015.6883,4826.6606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MA","USM",17801.5399,16813.3254,15329.7425,NA,17690.79,12847.9271,15659.9301,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MACH","USM",5224.6554,4722.5968,1579.6222,NA,5337.9555,3787.33,4345.1375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MACHPH","USM",285.6744,320.3573,311.4039,NA,243.5295,162.3921,208.1972,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MACL","USM",498.3071,402.4997,510.6908,NA,497.9843,371.6443,440.0058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MAIS","USM",1222.7892,1034.2808,1610.0121,NA,1322.3908,750.0859,1027.5878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MAMT","USM",5437.8419,5205.4526,4772.0892,NA,5243.5282,3913.3229,4984.5768,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MAMTAU","USM",1960.0477,1657.4371,977.5338,NA,2189.8303,1411.9795,1828.7151,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MAMTOF","USM",311.5342,353.9132,506.4896,NA,299.5222,147.3135,244.3192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MAMTOTEP","USM",64.4214,57.0019,97.6781,NA,40.055,23.1988,48.1886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MAMTOTIC","USM",78.4903,94.9142,105.0172,NA,108.4266,66.0925,102.5084,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MAMTOTTL","USM",168.6225,201.9971,303.7943,NA,151.0406,58.0222,93.6222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MAMTTE","USM",2501.3552,2179.2393,1692.6229,NA,2425.5043,1617.3776,2161.9386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MATE","USM",723.5643,689.1679,737.888,NA,730.6729,623.6522,678.4188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","MI","USM",7215.7375,4047.3487,NA,NA,8846.3564,5139.1458,7254.5181,NA,NA,NA,7337.562693,NA,NA,NA,NA,NA
"112","MIFU","USM",6821.2218,3680.3872,NA,NA,8477.2976,4848.5928,6891.1021,NA,NA,NA,6942.519527,NA,NA,NA,NA,NA
"112","TO","USM",32955.1224,29179.441,39762.2802,22793.3166,33726.1414,23413.9881,29267.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","AG","USM",929.792112,1095.44527,1353.326796,NA,934.936829,659.364096,861.287421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","AGFO","USM",679.872879,789.086633,905.153565,NA,654.580815,454.021658,538.771229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MA","USM",13431.278549,13509.164053,NA,NA,11695.06105,9206.314876,10159.54114,NA,NA,NA,15835.122807,NA,NA,NA,NA,NA
"116","MACH","USM",82.222871,72.277511,120.077659,NA,99.055702,158.756692,176.059327,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MACHPH","USM",8.085755,11.637455,13.541628,NA,8.262637,4.922123,10.66782,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MACL","USM",8328.17091,7547.569429,8126.214749,NA,7858.884333,6651.294225,7056.331592,9112.329024,NA,NA,NA,NA,NA,NA,NA,NA
"116","MAIS","USM",16.191924,23.050664,43.261562,NA,18.093728,5.761601,10.595484,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MAMT","USM",1137.502835,1493.555348,1984.257896,NA,1011.446518,835.284629,900.368501,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MAMTAU","USM",38.03153,34.913957,32.717693,NA,32.089498,7.506081,20.444846,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MAMTOF","USM",142.661623,292.719833,434.609703,NA,181.469682,192.411989,164.665351,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MAMTOTEP","USM",107.43516,124.661442,135.957274,NA,149.992635,23.189674,158.106131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MAMTOTIC","USM",31.295229,165.685872,288.125886,NA,1.037289,0.346576,1.392601,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MAMTOTTL","USM",3.931234,2.372519,10.526543,NA,30.439758,168.875739,5.166619,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MAMTTE","USM",463.783754,580.445858,718.706738,NA,418.013881,356.431287,385.118468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MATE","USM",197.854333,276.679274,330.771848,NA,172.040909,163.082883,154.137905,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MI","USM",72.356989,98.886879,172.795111,NA,34.882862,13.604891,31.697095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","MIFU","USM",0.001016,0.000364,0.002714,NA,0.090397,0.776779,0.00058,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","TO","USM",14824.722,17716.469,19307.113,NA,12700.28,10069.332,11278.128,22471.796,NA,NA,NA,NA,NA,NA,NA,NA
"120","AG","USM",NA,NA,NA,NA,1517.054719,1601.053264,1412.279226,NA,NA,1507.471975,1476.022,1370.593,NA,NA,NA,NA
"120","AGFO","USM",NA,NA,NA,NA,746.353986,961.302359,716.055847,NA,NA,809.786941,807.343,803.002,NA,NA,NA,NA
"120","MA","USM",NA,NA,NA,NA,233.817703,209.280176,250.962741,NA,NA,334.941785,250.054,275.182,NA,NA,NA,NA
"120","MACH","USM",NA,NA,NA,NA,73.803287,65.468372,69.113134,NA,NA,50.879175,72.809,162.518,NA,NA,NA,NA
"120","MACHPH","USM",NA,NA,NA,NA,0.823981,1.240586,0.672173,NA,NA,0.485318,0.623,0.47,NA,NA,NA,NA
"120","MACL","USM",NA,NA,NA,NA,0.170795,0.259949,0.667081,NA,NA,0.585717,0.387,1.02,NA,NA,NA,NA
"120","MAIS","USM",NA,NA,NA,NA,22.795668,22.484844,20.339933,NA,NA,24.479,24.577,18.881,NA,NA,NA,NA
"120","MAMT","USM",NA,NA,NA,NA,30.392025,26.152505,43.347733,NA,NA,54.476673,24.832,35.887,NA,NA,NA,NA
"120","MAMTAU","USM",NA,NA,NA,NA,2.309436,3.335315,4.733111,NA,NA,1.1721,0.682,0.576,NA,NA,NA,NA
"120","MAMTOF","USM",NA,NA,NA,NA,6.392561,0.531895,3.408166,NA,NA,1.679097,1.114,1.627,NA,NA,NA,NA
"120","MAMTOTEP","USM",NA,NA,NA,NA,0.481366,0.305928,0.385387,NA,NA,0.198153,0.184,0.339,NA,NA,NA,NA
"120","MAMTOTIC","USM",NA,NA,NA,NA,0.021158,0.01956,0.044592,NA,NA,0.028515,0.028,0.046,NA,NA,NA,NA
"120","MAMTOTTL","USM",NA,NA,NA,NA,5.890037,0.206407,2.978187,NA,NA,1.452429,0.902,1.242,NA,NA,NA,NA
"120","MAMTTE","USM",NA,NA,NA,NA,4.573549,6.328556,13.404818,NA,NA,40.810489,16.07,33.519,NA,NA,NA,NA
"120","MATE","USM",NA,NA,NA,NA,1.528603,4.680977,5.6803,NA,NA,6.881438,12.456,8.493,NA,NA,NA,NA
"120","MI","USM",NA,NA,NA,NA,NA,319.027962,NA,NA,1568.767792,2229.027092,2293.559,1502.034,2051.997968,NA,NA,NA
"120","MIFU","USM",NA,NA,NA,NA,1912.64143,163.887502,1418.269225,NA,NA,2137.854838,2190.989,1416.255,NA,NA,NA,NA
"120","TO","USM",4083.794205,3132.459764,4317.16424,5900,3802.955205,3304.6367,3233.040062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","AG","USM",64989.862161,69754.244956,87298.841582,NA,69134.431515,63054.045279,66584.631028,91326.943305,NA,NA,NA,NA,NA,NA,NA,NA
"124","AGFO","USM",49789.189535,54690.448128,64847.627172,NA,50432.601265,46163.43327,48948.91641,70518.268801,NA,NA,NA,NA,NA,NA,NA,NA
"124","MA","USM",212361.152821,181958.26819,213646.602472,NA,215346.198114,204799.094268,206459.097558,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MACH","USM",36772.825168,35841.038675,45492.373163,NA,37651.856662,34201.432453,32971.58972,56766.750994,NA,NA,NA,NA,NA,NA,NA,NA
"124","MACHPH","USM",8501.17912,8314.612333,9602.940787,NA,7936.477879,8439.558087,6313.55177,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MACL","USM",1745.549579,1361.985117,2012.455151,NA,1652.238516,1314.727206,1463.122448,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MAIS","USM",5797.857785,5025.549669,9727.060618,NA,7102.98307,5507.303896,6768.43799,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MAMT","USM",118889.789501,94993.098554,100951.548734,NA,118289.052806,117301.086627,117378.491634,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MAMTAU","USM",60753.922429,46149.789019,45139.840711,NA,60666.963025,65603.642624,63213.782837,50280.826986,NA,NA,NA,NA,NA,NA,NA,NA
"124","MAMTOF","USM",8463.315166,6897.963664,7593.523483,NA,8684.712604,8374.002159,8498.473946,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MAMTOTEP","USM",3212.457785,2730.125656,2965.145536,NA,3187.326624,2422.070761,3217.519087,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MAMTOTIC","USM",1573.808727,1223.768225,1402.987338,NA,1580.412412,1335.425113,1422.250626,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MAMTOTTL","USM",3677.048654,2944.069783,3225.390609,NA,3916.973568,4616.506285,3858.704233,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MAMTTE","USM",74493.494723,57953.574687,58235.203039,NA,73893.531818,78380.386267,75465.276289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MATE","USM",1675.345935,1537.900622,1631.078855,NA,1789.606412,1785.399362,1776.736301,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MI","USM",127708.784519,98650.341028,161282.674277,NA,131127.416751,87094.62044,113210.224153,222814.640752,NA,NA,NA,NA,NA,NA,NA,NA
"124","MIFU","USM",98635.883623,68752.33824,119712.129767,NA,99647.734802,62248.371743,84576.230234,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","TO","USM",448816.666363,390762.628449,507614.63458,NA,452312.677672,389991.205752,420665.420159,599056.363778,NA,NA,NA,NA,NA,NA,NA,NA
"132","AG","USM",NA,NA,NA,NA,62.818224,NA,38.611914,NA,NA,49.853172,35.775,35.65503,NA,49.743821,NA,NA
"132","AGFO","USM",NA,NA,NA,NA,62.818224,NA,38.611905,NA,NA,49.853115,35.714,35.654802,NA,49.743821,NA,NA
"132","MA","USM",11.725051,17.040768,NA,NA,12.446852,9.916882,11.323161,NA,NA,NA,14.268,NA,NA,NA,NA,NA
"132","MACH","USM",0.149029,8.946566,NA,NA,2.2e-05,0.062591,NA,NA,NA,NA,0.135,NA,NA,NA,NA,NA
"132","MACHPH","USM",0.14902,8.930122,NA,NA,NA,0.062591,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA
"132","MACL","USM",6.563919,3.99242,NA,NA,6.711512,6.277021,6.477727,NA,NA,NA,1.858,NA,NA,NA,NA,NA
"132","MAIS","USM",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA
"132","MAMT","USM",0.346739,0.300048,NA,NA,0.01484,NA,NA,NA,NA,NA,9.227,NA,NA,NA,NA,NA
"132","MAMTAU","USM",0,0.053015,NA,NA,0,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,NA
"132","MAMTOF","USM",0,0.038102,NA,NA,1.2e-05,NA,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA
"132","MAMTOTEP","USM",0,0.029249,NA,NA,1.2e-05,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA
"132","MAMTOTIC","USM",0,0.00517,NA,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA
"132","MAMTOTTL","USM",0,0.003683,NA,NA,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA,NA,NA
"132","MAMTTE","USM",0.340528,0.176952,NA,NA,0.007226,NA,NA,NA,NA,NA,7.965,NA,NA,NA,NA,NA
"132","MATE","USM",0,0.030292,NA,NA,NA,NA,0.017393,NA,NA,NA,0.009,NA,NA,NA,NA,NA
"132","MI","USM",0.101085,0.000477,NA,NA,0.005485,0.000377,0.000225,NA,NA,NA,3.826,NA,NA,NA,NA,NA
"132","MIFU","USM",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.173,NA,NA,NA,NA,NA
"132","TO","USM",61.684617,52.698599,55.450609,NA,75.577877,59.821946,50.016902,46.053079,NA,NA,NA,NA,NA,NA,NA,NA
"136","AG","USM",NA,0.590967,1.060594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","AGFO","USM",NA,0.40758,0.928057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MA","USM",NA,14.940164,11.470769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MACH","USM",NA,0.336511,1.260427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MACHPH","USM",NA,0.310639,0.054801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MACL","USM",NA,0.028431,0.144328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MAIS","USM",NA,NA,0.000145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MAMT","USM",NA,11.701894,8.166724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MAMTAU","USM",NA,0.124725,0.070946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MAMTOF","USM",NA,10.078638,7.483076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MAMTOTEP","USM",NA,0.551094,0.336789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MAMTOTIC","USM",NA,0.201563,0.100738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MAMTOTTL","USM",NA,9.325981,7.045549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MAMTTE","USM",NA,0.590705,0.243902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MATE","USM",NA,0.017381,0.015992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MI","USM",NA,3.951564,3.300605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MIFU","USM",NA,2.611359,0.276114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","TO","USM",49.789,22.138,NA,24.68,41.32,57.712,38.665,NA,NA,NA,27.37,NA,NA,NA,NA,NA
"140","AG","USM",15.934495,7.99115,NA,NA,16.079986,29.365405,27.026493,NA,NA,NA,6.212416,NA,NA,NA,NA,NA
"140","AGFO","USM",0.724939,0.292151,NA,NA,0.113,0.310067,2.72538,NA,NA,NA,0.325399,NA,NA,NA,NA,NA
"140","MA","USM",91.783559,15.927681,NA,NA,20.008772,49.608549,NA,NA,105.208471,NA,27.32825,NA,NA,NA,NA,NA
"140","MACH","USM",0.044185,0.072436,NA,NA,0.034484,0.011879,0.361364,NA,NA,NA,0.078527,NA,NA,NA,NA,NA
"140","MACHPH","USM",0,0,NA,NA,0.015718,NA,0.30625,NA,NA,NA,0,NA,NA,NA,NA,NA
"140","MACL","USM",0.000477,0,NA,NA,0.049676,0.08961,0.893457,NA,NA,NA,0,NA,NA,NA,NA,NA
"140","MAIS","USM",0,0,NA,NA,0.006881,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"140","MAMT","USM",91.593921,14.949905,NA,NA,19.065679,48.88557,NA,NA,100.696625,NA,26.467908,NA,NA,NA,NA,NA
"140","MAMTAU","USM",3.423223,10.087907,NA,NA,5.222968,38.055808,58.868361,NA,NA,NA,12.69423,NA,NA,NA,NA,NA
"140","MAMTOF","USM",0.047706,0.106848,NA,NA,0.047569,0.043338,0.029505,NA,NA,NA,1.618094,NA,NA,NA,NA,NA
"140","MAMTOTEP","USM",0,0,NA,NA,0.029771,0.033041,NA,NA,0.022002,NA,0,NA,NA,NA,NA,NA
"140","MAMTOTIC","USM",0,0.096254,NA,NA,NA,NA,NA,NA,NA,NA,1.586217,NA,NA,NA,NA,NA
"140","MAMTOTTL","USM",0.047706,0.010594,NA,NA,0.017798,0.010297,0.029505,NA,NA,NA,0.031877,NA,NA,NA,NA,NA
"140","MAMTTE","USM",91.20058,10.901687,NA,NA,7.134832,45.083314,NA,NA,78.827685,NA,13.60908,NA,NA,NA,NA,NA
"140","MATE","USM",0.010598,0.002087,NA,NA,0.280539,0.339006,2.487169,NA,NA,NA,0.000379,NA,NA,NA,NA,NA
"140","MI","USM",6.024887,6.787124,NA,NA,7.561783,1.984468,7.337147,NA,NA,NA,0.417075,NA,NA,NA,NA,NA
"140","MIFU","USM",0.014063,0.015985,NA,NA,0.012703,0.040908,0.013595,NA,NA,NA,0.072439,NA,NA,NA,NA,NA
"140","TO","USM",148.364,133.989,NA,142.66,164.372,114.838248,140.355,NA,NA,NA,130.166,NA,NA,NA,NA,NA
"144","AG","USM",3087.034603,2968.196336,3525.820101,NA,3214.603306,2855.757192,3280.767081,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","AGFO","USM",2788.530906,2629.641943,3144.320746,NA,2915.005971,2583.418372,2980.51221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MA","USM",8264.542073,6628.34075,8520.342485,NA,7971.131226,NA,NA,NA,7694.863256,NA,NA,NA,NA,7226.778269,NA,NA
"144","MACH","USM",221.52269,222.318785,288.717834,NA,212.283659,182.985675,203.084056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MACHPH","USM",7.191419,6.310967,7.494159,NA,4.498054,5.858467,9.371072,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MACL","USM",5469.141103,4346.636376,5384.732386,NA,5202.239211,4828.022378,4987.53744,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MAIS","USM",13.874725,6.229038,9.127058,NA,8.235729,10.475508,5.460386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MAMT","USM",532.473997,396.532169,702.259377,NA,541.064559,580.637158,894.086169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MAMTAU","USM",17.431408,15.527518,20.09504,NA,20.209426,46.967658,26.962045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MAMTOF","USM",15.814467,11.434294,9.820735,NA,19.432455,37.457917,61.738573,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MAMTOTEP","USM",0.558064,0.530826,0.447113,NA,1.843636,6.644404,14.363851,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MAMTOTIC","USM",12.219912,8.00922,8.104276,NA,13.238995,10.89505,12.928694,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MAMTOTTL","USM",3.036491,2.894248,1.269346,NA,4.349824,19.918463,34.446028,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MAMTTE","USM",140.202444,65.788791,140.906626,NA,114.684495,207.199806,421.364386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MATE","USM",365.350243,425.234185,460.545289,NA,331.459508,301.785956,309.116178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MI","USM",423.609758,326.973922,319.693652,NA,472.732438,225.57393,383.923906,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","MIFU","USM",336.688972,272.114399,235.823381,NA,374.096274,163.561577,294.66173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","TO","USM",11940,10047.4,12498.6,NA,11889.6,10309.7,11360.4,13106.5,NA,NA,NA,NA,NA,NA,NA,NA
"148","TO","USM",2588.106327,1712.515579,2693.629167,3500,2670.284377,2090.091569,2621.342129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","AG","USM",23235.582671,21663.938569,23976.21845,NA,24313.585894,20251.685482,21297.609731,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","AGFO","USM",18470.121282,17687.492022,19077.967611,NA,18410.486511,15867.690058,16585.548299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MA","USM",8805.888103,8563.709161,10160.523757,NA,9661.943044,8556.633588,8933.746991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MACH","USM",3633.776049,3335.293635,4311.47883,NA,3865.490202,2997.20492,3331.739987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MACHPH","USM",176.931681,164.840973,233.748996,NA,171.830806,168.457859,149.798483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MACL","USM",231.85509,146.474111,154.590813,NA,260.762843,289.722672,280.051169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MAIS","USM",339.196816,253.872598,592.89548,NA,393.714771,132.382317,189.067836,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MAMT","USM",1577.203401,2133.351518,1966.14604,NA,1828.020179,2028.625693,1987.37363,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MAMTAU","USM",519.327352,390.546503,483.147573,NA,675.721462,618.832331,706.125449,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MAMTOF","USM",245.588712,195.922585,260.580725,NA,222.422337,341.360908,275.87451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MAMTOTEP","USM",63.637683,59.222223,90.438485,NA,54.387616,42.89305,55.082155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MAMTOTIC","USM",4.866639,6.083959,6.319398,NA,7.56671,18.130216,8.526366,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MAMTOTTL","USM",177.08439,130.616403,163.822842,NA,160.468011,280.337642,212.265989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MAMTTE","USM",653.494003,1333.390791,1018.738605,NA,942.537093,969.701429,924.087125,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MATE","USM",216.118596,158.333669,201.879584,NA,264.378742,255.219337,286.537097,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MI","USM",36026.544605,43006.039876,59678.784926,NA,40113.785382,31176.398208,37982.651199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","MIFU","USM",685.302818,503.976833,771.931532,NA,882.427538,546.891892,731.097095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","TO","USM",68794,74023,94775,NA,74839,60718.332354,68823.19551,98549,NA,NA,NA,NA,NA,NA,NA,NA
"156","AG","USM",81681.240236,78177.32311,88525.932906,NA,82789.926534,75476.27614,78438.491957,103138.267551,NA,NA,NA,NA,NA,NA,NA,NA
"156","AGFO","USM",71839.863181,69639.235065,77107.236392,NA,72369.446933,66205.228021,68997.9946,88457.475763,NA,NA,NA,NA,NA,NA,NA,NA
"156","MA","USM",2320973.227346,2421700.975417,3145158.234407,NA,2318161.242519,1965697.041776,2116383.807755,3321248.654027,NA,NA,NA,NA,NA,NA,NA,NA
