"Reporting.Economy.Code","Product.Sector.Code","Unit.Code","2019.","2020.","2021.","2022.E","2018.","2016.","2017.","2022.","2020.E","2021.E","2019.E","2017.E","2018.E","2016.E","2016.B","2017.B"
"028","MAMTOTTL","USM",13.221739,NA,NA,NA,12.542485,7.171046,9.717359,NA,9.703038,8.404407,NA,NA,NA,NA,NA,NA
"028","MAMTTE","USM",64.965635,NA,NA,NA,63.504296,57.400134,80.149856,NA,59.273232,100.873935,NA,NA,NA,NA,NA,NA
"028","MATE","USM",6.395974,NA,NA,NA,6.458341,10.81436,14.123986,NA,3.909736,2.989707,NA,NA,NA,NA,NA,NA
"028","MI","USM",9.637929,NA,NA,NA,9.327233,NA,NA,NA,5.172297,12.203086,NA,28.744246,NA,36.792031,NA,NA
"028","MIFU","USM",2.998126,NA,NA,NA,3.394394,NA,NA,NA,1.604549,3.799611,NA,25.946022,NA,33.27884,NA,NA
"028","TO","USM",700.893,498.119,595.526,NA,698.759,NA,554.256,819.896,NA,NA,NA,NA,NA,NA,478.004,NA
"031","AG","USM",2078.800708,2039.376551,2360.615913,NA,1857.824843,1671.239574,1813.786901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","AGFO","USM",1881.875066,1861.466633,2166.962779,NA,1660.926954,1547.890725,1664.916244,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MA","USM",8366.607464,7763.728579,8700.195183,NA,7781.917828,6394.619481,5977.448611,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MACH","USM",1305.663423,1344.294898,1512.392701,NA,1186.900588,890.269605,1035.101119,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MACHPH","USM",297.007355,378.346077,529.802414,NA,290.739104,195.754891,249.402843,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MACL","USM",294.43012,220.778868,287.198102,NA,287.74888,223.23972,206.293518,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MAIS","USM",737.592058,664.084368,593.566591,NA,932.801504,789.651212,652.392293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MAMT","USM",3851.914613,3555.117376,4027.455137,NA,3396.140073,2801.848926,2457.693792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MAMTAU","USM",872.818065,776.210504,1114.372371,NA,581.380703,205.881166,329.027296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MAMTOF","USM",550.128409,637.395752,657.015131,NA,533.142325,232.707709,330.265149,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MAMTOTEP","USM",151.782996,191.265002,199.527762,NA,215.173331,65.505205,104.269481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MAMTOTIC","USM",35.376575,51.657248,30.176673,NA,47.017888,11.481764,10.158444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MAMTOTTL","USM",362.968838,394.473502,427.310696,NA,270.951106,155.72074,215.837224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MAMTTE","USM",1223.11583,1051.530053,1305.547443,NA,815.51925,771.629506,552.151646,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MATE","USM",177.692603,187.905751,226.681518,NA,155.303192,103.247306,120.712973,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MI","USM",1032.217512,403.586355,485.342837,NA,871.419538,387.916696,488.269547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","MIFU","USM",827.327842,280.262666,333.636965,NA,723.72012,282.655971,378.810731,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031","TO","USM",13667.5,10732,11703.2,NA,11465.9,8489.1,8783.3,14539.9,NA,NA,NA,NA,NA,NA,NA,NA
"032","AG","USM",3716.625656,4168.920985,5372.338607,NA,5090.469064,2560.30994,3397.195161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","AGFO","USM",3203.049841,3712.697523,4766.769747,NA,4505.183709,2037.374343,2805.174039,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MA","USM",39076.37748,33904.418649,48842.661601,NA,51477.707048,46964.238233,55886.26699,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MACH","USM",10283.27117,10455.006042,14825.915734,NA,11086.096394,9992.559586,10661.845127,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MACHPH","USM",2238.914966,2323.754872,3502.589855,NA,2553.089723,2338.085208,2547.106186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"032","MACL","USM",439.728125,336.759725,436.323938,NA,608.37501,437.574515,552.740679,NA,NA,NA,NA,NA,NA,NA,NA,NA
